aeg [s]	 asukoht [m]	 kiirus [km/h]	 kiirusepiirang [km/h]
652	299.32158014703276	18.317893065550027	10
653	299.8304105099647	19.361893065550014	10
654	300.36824087289665	20.405893065550007	30
655	300.9350712358286	21.44989306520681	30
656	301.53090159875103	22.493893065206805	30
657	302.15573196167344	23.537893064618846	30
658	302.80956232457953	24.581866066121624	30
659	303.4923919375274	25.62578793392961	30
660	304.2042193801365	26.669787933929612	30
661	304.94504682274567	27.713674181225123	30
662	305.71487110555745	28.7576711872224	30
663	306.51369530520253	29.80161547798921	30
664	307.3415179573689	29.9994965272124	30
665	308.17483730534707	30.05032565336811	30
666	309.0095685734962	30.00837114411481	30
667	309.8431344386105	30.001273450294708	30
668	310.6765031455631	30.000862171520566	30
669	311.50986042810536	29.999627574356513	30
670	312.34318341628193	29.999850980410816	30
671	313.1765126101822	29.999954654511296	30
672	314.00984468391863	29.99998258146024	30
673	314.84317753340366	30.000000949548692	30
674	315.67651089311335	30.000008529078425	30
675	316.50984446336554	30.000008811848865	30
676	317.34317804147247	29.999861955128072	30
677	318.17650754022605	29.99971509228121	30
678	319.0098329594561	29.999568229320513	30
679	319.84315429915944	29.99944925966311	30
680	320.6764723341501	29.999330988315457	30
681	321.50978708382553	29.99921271605631	30
682	322.3430985481604	29.999094443829833	30
683	323.17640672715567	29.999249641912396	30
684	324.0097192172088	29.99938213265749	30
685	324.8430353875604	29.999514247863672	30
686	325.67635522777886	29.999609107017175	30
687	326.50967770297376	29.99969457167371	30
688	327.34300255218693	29.999768275172983	30
