aeg [s]	 asukoht [m]	 kiirus [km/h]	 kiirusepiirang [km/h]
110.2	506.4	0.0	0.0
110.3	506.4	0.0	0.0
110.4	506.4	0.0	0.0
110.5	506.39	0.0	0.0
110.6	506.39	0.0	0.0
110.7	506.39	0.0	0.0
110.8	506.39	0.0	0.0
110.9	506.39	0.0	0.0
111.0	506.39	0.0	0.0
111.1	506.39	0.0	0.0
111.2	506.39	0.0	0.0
111.3	506.39	0.0	0.0
111.4	506.39	0.0	0.0
111.5	506.38	0.0	0.0
111.6	506.38	0.0	0.0
111.7	506.38	0.0	0.0
111.8	506.38	0.0	0.0
111.9	506.38	0.0	0.0
112.0	506.38	0.0	0.0
112.1	506.38	0.0	0.0
112.2	506.38	0.0	0.0
112.3	506.38	0.0	0.0
112.4	506.38	0.0	0.0
112.5	506.37	0.0	0.0
112.6	506.37	0.0	0.0
112.7	506.37	0.0	0.0
112.8	506.37	0.0	0.0
112.9	506.37	0.0	0.0
113.0	506.37	0.0	0.0
113.1	506.37	0.0	0.0
113.2	506.37	0.0	0.0
113.3	506.37	0.0	0.0
113.4	506.37	0.0	0.0
113.5	506.36	0.0	0.0
113.6	506.36	0.0	0.0
113.7	506.36	0.0	0.0
113.8	506.36	0.0	0.0
113.9	506.36	0.0	0.0
114.0	506.36	0.0	0.0
114.1	506.36	0.0	0.0
114.2	506.36	0.0	0.0
114.3	506.36	0.0	0.0
114.4	506.36	0.0	0.0
114.5	506.35	0.0	0.0
114.6	506.35	0.0	0.0
114.7	506.35	0.0	0.0
114.8	506.35	0.0	0.0
114.9	506.35	0.0	0.0
115.0	506.35	0.0	0.0
115.1	506.35	0.0	0.0
115.2	506.35	0.0	0.0
115.3	506.35	0.0	0.0
115.4	506.35	0.0	0.0
115.5	506.34	0.0	0.0
115.6	506.34	0.0	0.0
115.7	506.34	0.0	0.0
115.8	506.34	0.0	0.0
115.9	506.34	0.0	0.0
116.0	506.34	0.0	0.0
116.1	506.34	0.0	0.0
116.2	506.34	0.0	0.0
116.3	506.34	0.0	0.0
116.4	506.34	0.0	0.0
116.5	506.33	0.0	0.0
116.6	506.33	0.0	0.0
116.7	506.33	0.0	0.0
116.8	506.33	0.0	0.0
116.9	506.33	0.0	0.0
117.0	506.33	0.0	0.0
117.1	506.33	0.0	0.0
117.2	506.33	0.0	0.0
117.3	506.33	0.0	0.0
117.4	506.33	0.0	0.0
117.5	506.32	0.0	0.0
117.6	506.32	0.0	0.0
117.7	506.32	0.0	0.0
117.8	506.32	0.0	0.0
117.9	506.32	0.0	0.0
118.0	506.32	0.0	0.0
118.1	506.32	0.0	0.0
118.2	506.32	0.0	0.0
118.3	506.32	0.0	0.0
118.4	506.32	0.0	0.0
118.5	506.31	0.0	0.0
118.6	506.31	0.0	0.0
118.7	506.31	0.0	0.0
118.8	506.31	0.0	0.0
118.9	506.31	0.0	0.0
119.0	506.31	0.0	0.0
119.1	506.31	0.0	0.0
119.2	506.31	0.0	0.0
119.3	506.31	0.0	0.0
119.4	506.31	0.0	0.0
119.5	506.3	0.0	0.0
119.6	506.3	0.0	0.0
119.7	506.3	0.0	0.0
119.8	506.3	0.0	0.0
119.9	506.3	0.0	0.0
120.0	506.3	0.0	0.0
